"PRCP","SNOW","SNWD","TMAX","TMIN"
0,0,0,80,53
0.44,0,0,80,56
0.02,0,0,82,60
0,0,0,83,63
0.46,0,0,69,49
0,0,0,53,45
0.23,0,0,57,36
0.19,0,0,61,50
0,0,0,58,42
0.05,0,0,72,37
0.01,0,0,52,35
0,0,0,64,30
0.21,0,0,75,48
0.01,0,0,80,55
0,0,0,87,65
0,0,0,80,68
0.43,0,0,70,48
0,0,0,61,47
0,0,0,73,47
0.03,0,0,73,62
0.23,0,0,65,49
0.17,0,0,59,50
0.67,0,0,73,57
0,0,0,68,49
0,0,0,64,46
0,0,0,60,44
0,0,0,74,39
0,0,0,62,43
0,0,0,78,38
0,0,0,87,65
0.09,0,0,83,63
0.47,0,0,70,58
0.51,0,0,64,53
0,0,0,63,54
0.04,0,0,74,57
0.04,0,0,80,57
0,0,0,75,54
0,0,0,83,50
0.01,0,0,78,60
0,0,0,76,53
0,0,0,86,47
0,0,0,87,66
0,0,0,87,71
0,0,0,92,73
0.13,0,0,84,65
0.09,0,0,65,51
0,0,0,68,46
0,0,0,74,45
0.22,0,0,62,56
0,0,0,78,54
0.54,0,0,84,56
0,0,0,77,56
0.23,0,0,81,60
0,0,0,80,62
0,0,0,74,58
0,0,0,71,54
0.01,0,0,72,53
0,0,0,81,48
0,0,0,82,56
0,0,0,85,59
0,0,0,90,57
0.27,0,0,93,67
0.02,0,0,81,66
0,0,0,75,56
0,0,0,84,51
0.17,0,0,83,62
0,0,0,82,60
0.31,0,0,77,53
0,0,0,74,51
0.08,0,0,72,52
0,0,0,74,48
0.21,0,0,81,46
0.11,0,0,78,62
0,0,0,82,61
0,0,0,94,57
0,0,0,83,63
0,0,0,75,57
0,0,0,80,56
0.72,0,0,83,59
0,0,0,90,71
0.68,0,0,94,71
0.07,0,0,77,68
0,0,0,80,62
0.03,0,0,83,59
0.26,0,0,83,63
0,0,0,85,59
0,0,0,87,58
0,0,0,80,60
0,0,0,89,68
0,0,0,86,65
0.05,0,0,81,64
0,0,0,80,62
0.01,0,0,84,60
0,0,0,80,58
0.34,0,0,82,58
0,0,0,76,58
0,0,0,76,56
0,0,0,72,46
0,0,0,76,47
0,0,0,80,51
0.17,0,0,74,53
0.12,0,0,77,60
0.22,0,0,80,63
0,0,0,80,60
0,0,0,80,53
0.39,0,0,76,58
0.06,0,0,81,66
0,0,0,90,61
0.47,0,0,90,69
0,0,0,77,60
0,0,0,81,58
0,0,0,84,60
0.06,0,0,87,69
0,0,0,90,73
0.03,0,0,86,71
0.02,0,0,77,61
0,0,0,72,44
0,0,0,77,44
0,0,0,82,53
0.4,0,0,76,61
0.04,0,0,78,60
0,0,0,80,55
0,0,0,85,50
0,0,0,86,52
0,0,0,88,60
0.09,0,0,75,58
0.02,0,0,72,54
0,0,0,74,47
0,0,0,69,40
0,0,0,78,44
0.59,0,0,69,64
0.82,0,0,70,62
0.03,0,0,79,59
0,0,0,66,57
0.03,0,0,75,56
0,0,0,75,55
0,0,0,79,52
0,0,0,90,70
0.22,0,0,86,62
0,0,0,89,59
0,0,0,88,62
0.4,0,0,87,67
0.3,0,0,74,43
0,0,0,63,38
0,0,0,70,37
0,0,0,66,43
0.05,0,0,66,47
0,0,0,58,39
0.04,0,0,73,42
0.64,0,0,70,42
0.06,0,0,51,39
0,0,0,57,34
0,0,0,64,32
0,0,0,70,43
0,0,0,64,36
0,0,0,70,32
0.05,0,0,61,48
0.1,0,0,72,54
0.14,0,0,55,44
0,0,0,66,44
0,0,0,75,38
0.01,0,0,70,47
0,0,0,66,37
0,0,0,66,34
0,0,0,62,35
0,0,0,67,31
0,0,0,64,44
0,0,0,72,49
0.16,0,0,59,53
1.42,0,0,55,49
0.12,0,0,61,45
0,0,0,51,42
0,0,0,55,37
0.03,0,0,64,36
0,0,0,64,51
0.02,0,0,57,41
0,0,0,57,38
0,0,0,66,40
0.92,1.3,0,58,33
0.02,0.2,0,40,31
0,0,0,52,32
0,0,0,68,31
0,0,0,71,52
0,0,0,66,61
0.46,0,0,64,37
0.05,0,0,54,39
0.24,0,0,46,32
0.01,0.1,0,44,26
0,0,0,56,26
0.01,0,0,52,36
0,0,0,54,32
0,0,0,53,31
0,0,0,54,25
0.16,0,0,61,39
0.11,1,0,39,31
0.01,0.1,0,41,31
0.3,2.6,2,42,21
0.06,2.5,4,28,19
0,0,1,46,19
0,0,0,63,44
0.24,0,0,65,50
0.33,0,0,58,44
0,0,0,62,30
0.32,0,0,67,44
0.29,0,0,44,24
0,0,0,36,20
0,0,0,43,17
0.52,0,0,40,34
0,0,0,57,38
0.02,0,0,38,27
0,0,0,33,25
0.21,1.2,1,37,29
0,0,0,38,25
0.23,0,0,40,28
0.67,1,1,36,19
0.14,3.6,3,28,21
0,0,1,28,22
0.02,0.2,1,31,25
0,0,0,34,29
0,0,0,33,26
0,0,0,34,17
0,0,0,35,14
0,0,0,39,28
0,0,0,41,28
0,0,0,37,22
0.19,1.8,2,26,12
0.02,0.3,2,26,4
0.08,0.4,2,30,25
0.03,0.7,3,27,6
0.15,0.8,3,17,4
0.04,1.2,3,18,8
0.08,0.9,4,12,-15
0,0,4,-3,-26
0.01,0.1,4,14,-9
0.01,0.1,4,36,7
0,0,1,37,32
0,0,1,38,31
0,0,0,42,24
0,0,0,27,15
1.02,0,0,35,18
1.02,0,0,37,33
0.38,0,0,38,34
2.35,0.2,0,36,26
0.11,2.1,2,27,23
0.01,0.1,1,35,16
0.08,0.9,2,26,16
0.23,2.3,2,25,18
0.28,2.8,7,21,13
0.18,1.8,9,19,4
0.02,0.2,10,22,-7
0,0,9,18,-12
0.01,0.1,8,13,-15
0,0,5,29,1
0.05,0.5,4,35,10
0.06,0.6,5,32,17
0.1,1,6,23,12
0,0,6,34,3
0.03,0.3,6,38,16
0.24,2.4,5,44,16
0.01,0.1,4,27,19
0.17,0.8,5,33,19
0.08,0,3,41,7
0,0,3,14,6
0.01,0.1,3,14,-6
0,0,3,10,-8
0,0,3,34,7
0,0,3,44,15
0,0,1,46,32
0,0,1,32,18
0.01,0.1,1,28,16
0.07,0.7,2,24,15
0,0,2,31,10
0.21,2.3,3,30,16
0.12,0.1,2,43,25
0.03,0.2,2,42,25
0.08,0.9,3,25,21
0.01,0,3,32,10
0.11,0,1,45,32
0,0,0,43,26
0.37,0,0,41,23
0.4,5.1,1,38,26
0,0,4,29,14
0.12,0,0,40,12
0.18,1.3,1,44,16
0.02,0.2,1,24,12
0.13,1.3,3,24,8
0.17,2,5,16,-12
0.1,1.4,5,2,-17
0.04,0.4,5,17,-10
0.06,0.8,5,25,11
0.02,0.2,4,29,-5
0,0,2,47,29
0,0,0,53,40
0,0,0,40,29
0,0,0,52,23
0.01,0,0,60,29
0.3,0,0,57,24
0,0,0,24,12
0.21,2.6,1,32,13
0.06,0.9,2,29,16
0.08,1.1,2,38,22
0.08,0.8,2,33,14
0.08,0.8,2,20,9
0.18,1.8,4,13,5
0.06,0.4,5,27,0
0,0,2,31,11
0.39,3,5,40,17
0,0,5,36,12
0.02,0.2,5,18,3
0,0,4,28,-6
0,0,2,46,26
0.51,0,0,48,32
0.23,0.3,0,40,28
0,0,0,42,26
0,0,0,43,27
0,0,0,63,32
0.39,0,0,59,33
0.13,0,0,58,33
0,0,0,53,27
0.19,0,0,45,27
0,0,0,46,29
0,0,0,36,26
0,0,0,38,24
0,0,0,39,22
0,0,0,55,30
0,0,0,52,34
0.05,0,0,66,33
0,0,0,50,27
0,0,0,34,20
0,0,0,40,20
0.39,1.3,0,38,27
0,0,0,63,37
0.09,0,0,58,36
0.19,1,0,37,28
0,0,0,33,20
0,0,0,39,23
0.18,1.7,1,43,24
0,0,1,26,14
0.06,0.8,0,38,13
0.02,0,0,36,32
0,0,0,50,31
0.03,0.2,0,38,27
0,0,0,40,22
0.08,0,0,48,25
0.18,1,0,45,30
0.11,1.1,0,32,22
0,0,0,32,22
0.02,0.3,0,45,23
0.01,0,0,46,30
0,0,0,52,26
1.37,0,0,42,36
0.09,0,0,53,35
0.09,0,0,41,35
0.02,0,0,59,38
0,0,0,68,31
0,0,0,68,51
0.38,0,0,60,50
0,0,0,55,36
0.87,0,0,54,31
0.02,0,0,56,40
0,0,0,58,38
0.84,0,0,55,33
0.07,0.5,0,44,29
0.06,0,0,56,35
0.22,0,0,58,41
0.03,0,0,54,39
0,0,0,67,37
0.04,0,0,81,50
0.06,0,0,73,56
0.35,0,0,57,46
0,0,0,66,41
0.15,0,0,55,47
0.55,0,0,62,50
0.32,0,0,58,48
0,0,0,55,36
0,0,0,58,35
0,0,0,67,36
0,0,0,69,56
0.44,0,0,73,55
0.08,0,0,67,51
0.05,0,0,67,51
0.02,0,0,73,49
0.68,0,0,63,55
0.06,0,0,67,49
0,0,0,78,46
0,0,0,76,56
0.02,0,0,70,62
0.67,0,0,74,60
0.01,0,0,66,55
0,0,0,70,51
0,0,0,70,48
0,0,0,77,47
0,0,0,80,53
0.49,0,0,84,63
1.2,0,0,83,62
0.01,0,0,88,69
0.5,0,0,91,70
0,0,0,74,53
0,0,0,70,53
0.42,0,0,58,50
0,0,0,70,47
0,0,0,74,50
0.18,0,0,71,57
0,0,0,73,54
0,0,0,86,50
0.09,0,0,86,61
0,0,0,79,56
0.13,0,0,88,65
0.02,0,0,72,61
0.97,0,0,85,62
0,0,0,77,62
0,0,0,83,68
0,0,0,89,69
0,0,0,88,65
0,0,0,85,64
0,0,0,84,58
0,0,0,90,57
0,0,0,92,64
0.03,0,0,94,69
0,0,0,89,71
0.5,0,0,92,70
0,0,0,76,53
0.09,0,0,65,49
0,0,0,71,48
0,0,0,80,45
0,0,0,81,62
0.38,0,0,70,64
0.03,0,0,76,62
0,0,0,79,59
0,0,0,83,59
0,0,0,82,58
0,0,0,86,61
0,0,0,90,61
0.03,0,0,84,69
0,0,0,91,72
0,0,0,91,66
0.15,0,0,87,68
0,0,0,85,66
0,0,0,82,61
0,0,0,90,57
0,0,0,84,64
0,0,0,78,59
0.09,0,0,89,61
0.01,0,0,85,60
0.21,0,0,77,62
0,0,0,82,56
0,0,0,84,62
0.07,0,0,88,66
0,0,0,86,64
0.88,0,0,90,62
0,0,0,80,63
0.06,0,0,82,63
0,0,0,81,62
0,0,0,86,62
0,0,0,89,62
0,0,0,94,65
1.68,0,0,80,69
0.36,0,0,79,61
0,0,0,75,59
0,0,0,74,58
0.06,0,0,72,55
0,0,0,77,56
0.02,0,0,81,53
0.1,0,0,77,64
0,0,0,83,64
0.06,0,0,88,65
3.26,0,0,90,67
0,0,0,84,65
0,0,0,76,61
0.46,0,0,74,61
0.06,0,0,68,58
0.07,0,0,68,54
0,0,0,72,52
0,0,0,79,52
0,0,0,81,57
0,0,0,85,56
0.03,0,0,90,59
0.21,0,0,78,64
0,0,0,83,59
0,0,0,71,51
0.87,0,0,60,47
0.02,0,0,70,50
0,0,0,77,47
0,0,0,80,58
0,0,0,84,60
0.03,0,0,93,70
0.09,0,0,79,62
0,0,0,77,60
0,0,0,74,58
0.02,0,0,78,70
0.03,0,0,90,73
0.05,0,0,81,55
0,0,0,82,54
0,0,0,71,52
0,0,0,66,46
0,0,0,63,43
0,0,0,60,38
0,0,0,71,32
0,0,0,75,47
0,0,0,78,53
0.24,0,0,69,52
0.02,0,0,57,47
0,0,0,63,38
0,0,0,75,34
0,0,0,76,47
0,0,0,66,44
0,0,0,79,42
0.01,0,0,67,51
0.02,0,0,58,37
0,0,0,57,36
0,0,0,58,30
0,0,0,75,43
0,0,0,77,41
0,0,0,74,44
0,0,0,64,48
0.48,0,0,64,54
0.05,0,0,61,50
0,0,0,51,44
0,0,0,57,42
0,0,0,53,35
0,0,0,67,33
0,0,0,77,53
0,0,0,77,44
0,0,0,77,39
0,0,0,54,29
0,0,0,65,28
0,0,0,73,35
0,0,0,74,36
0.02,0,0,66,51
0.25,0,0,55,44
1.09,0,0,72,52
0.06,0,0,53,39
0.03,0,0,46,38
0.09,0,0,45,37
0,0,0,49,38
0,0,0,53,35
0.08,0,0,53,31
0.11,0,0,49,42
0.01,0,0,48,28
0,0,0,49,26
0.04,0,0,51,40
1.5,0,0,48,44
0.12,0,0,58,44
0,0,0,53,38
0,0,0,50,30
0.08,0,0,61,25
0.04,0,0,56,42
0.13,0,0,46,40
0,0,0,49,38
0.01,0,0,52,36
0,0,0,51,33
0.01,0,0,65,33
1.5,0,0,67,43
0.01,0,0,49,36
0,0,0,44,34
0.01,0,0,40,31
0,0,0,42,26
0.08,0.4,0,40,28
0.15,2.1,2,33,28
0.09,0.8,0,36,30
0.03,0.3,1,32,18
0,0,0,32,18
0,0,0,44,30
0,0,0,56,35
0,0,0,49,29
0.63,3,2,40,26
0.04,0.7,2,32,29
0,0,2,32,28
0,0,1,41,26
0,0,0,53,33
0,0,0,56,33
0.11,0,0,44,30
0,0,0,30,24
0,0,0,32,22
0.01,0.1,0,34,17
0,0,0,45,30
0,0,0,47,38
0,0,0,43,29
0,0,0,46,25
0,0,0,40,24
0.32,0,0,43,25
0.01,0,0,30,24
0,0,0,46,26
0,0,0,46,36
0.03,0.1,0,38,21
0.02,0.2,0,21,6
0.02,0.2,0,36,17
0.05,0.6,1,17,4
0.01,0.1,1,21,5
0.03,0,1,19,-6
0.03,0.3,1,22,12
0,0,1,31,22
0,0,0,31,28
0,0,0,37,30
0.27,6.1,6,37,23
0.03,0.6,5,38,16
0.02,0.2,4,23,3
0.07,0.8,4,12,-7
0.03,0.5,4,24,-4
0,0,2,35,13
0.26,0,1,38,8
0.05,0,0,40,32
0,0,0,33,5
0,0,0,16,2
0,0,0,31,7
0,0,0,37,17
0,0,0,34,18
0,0,0,32,18
0,0,0,30,16
0,0,0,35,18
0.11,0,0,42,18
0.08,0,0,36,25
0.16,3,3,27,10
0.04,0.7,4,12,7
0.06,1.3,5,22,-2
0,0,3,31,7
0,0,3,38,7
0.19,2.5,3,31,19
0.28,4.5,8,28,9
0,0,6,35,17
0,0,5,35,18
0,0,4,24,-3
0,0,4,31,-6
0,0,4,29,6
0,0,2,40,14
0.03,0.3,1,43,29
0,0,0,42,35
0.01,0,0,46,31
0.25,2,2,37,28
0,0,1,35,19
0,0,1,35,15
0.09,0,0,55,34
0.16,0,0,54,36
0.04,0,0,41,32
0.05,0,0,37,29
0,0,0,29,16
0.2,2,2,34,16
0.32,3.4,5,27,8
0.04,0.3,5,31,18
0.01,0.1,4,34,25
0.01,0.1,3,28,10
0,0,1,47,11
0,0,0,50,14
0.05,0.5,0,33,10
0,0,0,18,2
0.06,1.1,0,36,11
0,0,1,24,8
0.34,3.2,3,18,10
0.43,5.4,8,18,12
0,0,8,25,7
0.17,1.1,6,35,2
0.18,1.8,8,33,20
0,0,7,32,10
0.03,0,5,39,16
0.2,1.6,5,34,9
0,0,4,21,-2
0,0,3,41,-1
0,0,2,40,29
0.36,0,1,40,34
0.17,0,0,38,31
0,0,0,41,28
0,0,0,39,22
0.17,0,0,37,25
0.01,0,0,42,32
0,0,0,34,30
0,0,0,30,23
0.03,0.7,0,24,11
0,0,0,22,5
0.17,2.9,2,26,18
0,0,2,21,-5
0,0,2,24,-8
0.12,0,1,41,-5
0.02,0.2,0,43,26
0.02,0.2,0,30,21
0.14,1.8,0,21,16
0.18,2.5,4,25,6
0,0,1,45,7
0.19,0,0,51,38
0.01,0,0,42,24
0,0,0,32,20
0.74,0,0,33,26
0.21,0,0,54,33
0.06,0,0,53,35
0.02,0.3,0,35,14
0.07,0.9,0,23,7
0.15,2,2,27,17
0,0,1,39,23
0,0,0,42,15
0.59,0,0,45,35
0,0,0,50,31
0,0,0,64,30
0.08,0.3,0,46,33
0.03,0.2,0,50,29
0,0,0,42,29
0.01,0,0,43,25
0.02,0.1,0,47,27
0.04,0.5,0,39,26
0,0,0,46,27
0,0,0,41,27
0.03,0.5,0,35,24
0,0,0,39,24
0.03,0.5,0,36,24
0,0,0,44,24
0,0,0,52,35
0.2,0,0,50,37
0.31,0,0,65,32
0.44,0,0,54,30
0.24,0,0,44,26
0.56,0.5,0,42,32
0,0,0,45,30
0,0,0,45,27
0.04,0,0,41,29
0.36,0,0,41,34
0,0,0,50,35
0,0,0,53,32
0,0,0,59,28
0,0,0,65,31
0.1,0,0,53,40
0,0,0,55,39
0.61,0,0,50,40
0.56,0,0,53,40
0.12,0,0,54,42
0.05,0,0,52,37
0,0,0,55,34
0,0,0,53,31
0,0,0,66,33
0,0,0,71,37
0,0,0,75,42
0,0,0,76,54
0,0,0,88,51
0.07,0,0,88,60
0,0,0,90,58
0.09,0,0,83,56
1.47,0,0,58,45
0,0,0,63,40
0.11,0,0,67,53
0.11,0,0,68,45
0,0,0,74,38
0,0,0,75,53
0.17,0,0,84,54
0,0,0,69,52
0.04,0,0,74,52
0.1,0,0,71,48
0,0,0,80,46
0,0,0,66,33
0,0,0,61,32
0,0,0,67,32
0.03,0,0,81,36
1.01,0,0,74,59
0.02,0,0,71,56
0,0,0,70,59
0,0,0,75,59
0,0,0,86,64
0,0,0,83,64
0,0,0,80,55
0,0,0,83,51
0,0,0,88,56
0,0,0,89,64
0,0,0,77,61
0.48,0,0,88,57
0,0,0,68,50
0,0,0,70,48
0,0,0,80,59
0.66,0,0,78,57
0,0,0,57,46
0,0,0,71,44
0,0,0,73,48
0.9,0,0,60,54
0,0,0,77,51
0,0,0,78,53
0,0,0,75,55
0.27,0,0,63,54
0.03,0,0,85,63
1.08,0,0,88,64
0.03,0,0,79,62
0.06,0,0,70,58
1.11,0,0,85,56
0.26,0,0,64,54
0.08,0,0,66,54
0,0,0,84,55
0.13,0,0,82,60
0.8,0,0,70,64
0,0,0,76,63
0,0,0,83,59
0,0,0,91,58
0,0,0,95,68
0,0,0,85,67
0,0,0,76,56
0,0,0,82,52
0,0,0,82,52
0,0,0,85,53
0,0,0,86,60
0,0,0,88,62
0,0,0,86,65
0,0,0,93,60
0,0,0,93,65
0,0,0,93,67
0,0,0,88,66
0,0,0,93,64
0.1,0,0,90,69
0,0,0,77,54
0,0,0,83,51
0,0,0,87,55
0,0,0,81,61
0,0,0,76,54
0,0,0,82,52
0.15,0,0,74,57
0.63,0,0,77,62
0.05,0,0,69,57
0,0,0,83,62
0,0,0,87,61
0.05,0,0,88,62
0,0,0,78,61
0.22,0,0,87,59
0.04,0,0,86,69
0,0,0,89,67
0.16,0,0,85,65
0.03,0,0,80,62
0,0,0,86,57
0,0,0,90,57
0,0,0,88,69
0,0,0,92,61
0,0,0,97,66
0,0,0,87,68
0,0,0,82,64
0,0,0,82,61
0,0,0,84,54
0,0,0,89,57
0,0,0,96,59
0,0,0,97,69
0.04,0,0,95,73
0,0,0,91,70
0.07,0,0,88,69
0,0,0,93,68
0,0,0,95,73
0.85,0,0,86,68
0.01,0,0,75,56
0,0,0,71,50
0,0,0,82,50
0,0,0,88,66
0.7,0,0,82,64
0.71,0,0,76,56
0.16,0,0,67,53
0,0,0,73,50
0,0,0,73,47
0,0,0,76,45
0.02,0,0,74,53
0.09,0,0,71,59
0,0,0,79,60
0,0,0,86,57
0.02,0,0,81,68
0.1,0,0,85,65
0.06,0,0,78,56
0.12,0,0,74,56
0.06,0,0,75,59
0.07,0,0,79,59
0.09,0,0,66,54
0,0,0,59,52
0.03,0,0,64,48
0,0,0,74,41
0,0,0,81,44
0.13,0,0,65,57
0,0,0,71,59
0.55,0,0,71,62
0.2,0,0,75,64
0,0,0,73,54
0,0,0,83,51
0,0,0,76,60
0.26,0,0,78,62
0.04,0,0,84,62
0.22,0,0,83,60
0.01,0,0,63,50
0,0,0,56,39
0,0,0,63,35
0,0,0,67,40
0,0,0,68,50
0,0,0,77,51
0.17,0,0,69,52
0.05,0,0,58,37
0,0,0,66,33
0,0,0,69,36
0,0,0,56,37
0,0,0,58,37
0,0,0,69,32
0,0,0,72,41
0.14,0,0,79,63
0,0,0,78,52
0,0,0,65,42
0.35,0,0,63,39
0.03,0,0,60,48
0,0,0,60,46
0,0,0,65,42
0,0,0,72,37
0.4,0,0,64,42
0,0,0,48,36
0,0,0,59,37
0,0,0,67,33
0,0,0,75,43
0,0,0,63,33
0.07,0,0,50,29
0.76,0,0,46,40
0,0,0,50,34
0,0,0,59,30
0.05,0,0,55,45
0.01,0,0,69,47
0.05,0,0,53,38
0,0,0,43,29
0,0,0,53,27
0,0,0,45,35
0.06,0,0,44,36
0,0,0,68,32
0,0,0,70,54
0,0,0,71,55
0,0,0,69,53
0.42,0,0,65,46
0.16,0.2,0,47,31
0.04,0.2,0,35,29
0.04,0,0,44,33
0.01,0,0,48,34
0.03,0,0,63,37
0.02,0,0,61,43
0.04,0,0,43,36
0,0,0,42,28
0,0,0,48,28
0,0,0,53,31
0.12,0,0,45,33
0.26,0,0,47,38
0.04,0,0,44,34
0.01,0,0,48,29
0,0,0,36,27
0.15,0,0,40,26
0.38,0.5,0,39,32
0.03,0.1,0,38,32
0.14,2.1,1,39,26
0.13,1.2,1,34,28
0,0,0,35,29
0,0,0,43,26
0.01,0,0,47,38
0.01,0,0,45,30
0.12,0,0,39,30
2.07,20.1,17,33,26
0.75,9.7,24,27,21
0.05,0.6,24,21,14
0,0,21,28,-7
0,0,18,37,13
0,0,16,43,13
0.01,0,14,42,31
1.07,0,11,40,34
0.01,0,9,38,31
0.03,0.2,8,38,31
0.04,0.4,8,32,27
0.62,6.7,13,32,23
0.47,5.9,17,25,23
0.32,5.6,20,28,21
0,0,19,33,21
0.02,0.3,17,38,29
0.01,0.1,15,32,24
0,0,14,24,10
0,0,13,21,-2
0.07,0.8,12,32,21
0.03,0.3,12,32,8
0,0,12,24,8
0.01,0.1,11,34,18
0,0,10,33,23
0.45,3.3,10,34,30
0.3,5.6,16,30,16
0.31,3.4,17,30,0
0.23,2.3,19,29,9
0,0,18,14,-2
0,0,16,31,-3
0.2,0.8,15,34,29
1.18,3.4,11,41,25
0.01,0,11,25,10
0,0,10,31,8
0.12,2,10,31,14
0.04,0.5,9,16,7
0,0,9,7,-10
0.15,1.7,11,18,5
0,0,9,30,18
0.12,1.4,10,29,6
0.04,0.5,10,13,-5
0.02,0.2,10,21,9
0.06,0.3,9,36,20
0,0,9,31,7
0.09,1.3,10,19,6
0.02,0.3,10,25,12
0.6,8.5,15,21,13
0.01,0.1,17,21,-12
0,0,16,17,-15
0.02,0.2,16,28,3
0,0,16,25,-7
0,0,16,27,-5
0.51,5.4,22,32,19
0.21,2.6,24,21,-3
0.03,0.3,24,6,-14
0,0,23,12,-4
0,0,22,23,5
0.08,0.8,22,25,2
0.28,2.9,24,24,18
0.07,0.7,25,26,13
0.37,4.4,26,19,10
0.17,2.1,28,23,11
0.05,0.6,28,21,14
0.02,0.3,27,23,12
0.16,1.8,28,30,11
0.05,0.7,28,29,18
0,0,27,36,8
0,0,26,28,8
0,0,25,32,24
0.03,0.3,25,32,26
0.18,0.1,23,43,32
0,0,22,36,29
0.01,0.1,21,35,17
0.1,1,21,24,5
0.22,2.2,23,28,15
0.27,0.4,22,45,20
0,0,17,47,28
0,0,15,28,17
0.04,0.4,15,24,15
0.05,0.6,15,25,8
0,0,15,31,9
0.3,0,14,37,17
0.28,0,11,51,34
0.02,0.2,11,38,30
0.15,2,12,35,28
0,0,10,42,27
0.23,0.1,8,45,30
0.14,0.9,8,32,23
0.09,0.9,8,35,21
0,0,5,41,23
0.01,0,4,47,35
0.14,0,2,55,29
0,0,1,34,21
0,0,1,50,19
0.04,0,0,46,30
0,0,0,31,19
0,0,0,37,19
0.02,0.2,0,41,26
0.06,0.6,0,40,29
0,0,0,45,20
0.07,0.2,0,39,29
0,0,0,49,31
0,0,0,61,28
0,0,0,70,49
0.16,0,0,74,47
0.13,0,0,69,40
0,0,0,63,38
0.34,0,0,59,38
0.19,0,0,62,42
1.36,0,0,43,35
0.24,0.5,0,38,32
0,0,0,50,32
0,0,0,57,33
0,0,0,65,30
0,0,0,81,38
0.01,0,0,71,48
0,0,0,84,44
0.01,0,0,75,48
0,0,0,65,43
0.28,0,0,72,43
0,0,0,69,46
0.14,0,0,65,55
0.01,0,0,61,38
0.19,0,0,59,36
0.07,0.2,0,57,31
0,0,0,50,30
0,0,0,66,33
0,0,0,73,50
0,0,0,77,45
0,0,0,82,54
0,0,0,82,48
0,0,0,83,56
0.06,0,0,85,52
0,0,0,65,39
0,0,0,47,30
0.08,0,0,57,38
0.23,0,0,68,44
0,0,0,58,35
0,0,0,51,32
0.05,0,0,54,35
0.34,0,0,52,32
0,0,0,45,29
0,0,0,54,28
0.44,0,0,62,40
0.65,0,0,63,50
0.75,0,0,66,48
0.41,0,0,48,35
0.05,0,0,44,35
0.03,0,0,47,39
0,0,0,57,37
0,0,0,50,40
0,0,0,60,40
0.46,0,0,60,38
0.12,0,0,54,42
0.14,0,0,50,42
0,0,0,55,42
0,0,0,70,34
0.33,0,0,64,41
0,0,0,50,37
0.38,1,1,41,33
0.03,0,0,54,35
0.05,0,0,54,43
0.15,0,0,57,48
0,0,0,64,39
0.01,0,0,60,45
0.01,0,0,55,45
0.44,0,0,70,49
0.26,0,0,66,50
0.01,0,0,61,46
0.02,0,0,70,38
0.12,0,0,75,53
0.49,0,0,85,55
0.04,0,0,57,44
0,0,0,60,42
0,0,0,75,42
0,0,0,79,43
0.21,0,0,64,55
0.08,0,0,76,58
0.08,0,0,68,54
0.04,0,0,54,43
0,0,0,51,40
0,0,0,54,34
0.46,0,0,51,45
0.14,0,0,55,43
0.17,0,0,54,43
0.27,0,0,55,44
0,0,0,64,43
0,0,0,68,44
0,0,0,71,40
0,0,0,73,45
0.06,0,0,69,52
0.12,0,0,83,63
0,0,0,69,54
0,0,0,82,51
0,0,0,90,58
0.33,0,0,83,69
0.16,0,0,85,68
0,0,0,72,59
0.06,0,0,80,59
0,0,0,75,57
0,0,0,80,58
0.35,0,0,80,56
0,0,0,77,57
0,0,0,84,65
0,0,0,87,69
0.41,0,0,90,63
0.03,0,0,81,57
0,0,0,83,52
0.08,0,0,82,56
0.3,0,0,89,66
0.58,0,0,88,67
0,0,0,90,67
0.01,0,0,73,58
0,0,0,73,55
0,0,0,82,52
0,0,0,86,65
0,0,0,77,59
0.02,0,0,78,57
0,0,0,81,56
0.27,0,0,86,58
0.3,0,0,73,55
0,0,0,63,48
0,0,0,76,52
0.11,0,0,83,65
0.05,0,0,85,64
0.03,0,0,76,60
0,0,0,74,54
0.26,0,0,80,51
0.01,0,0,83,66
0.02,0,0,82,67
0,0,0,87,66
0,0,0,85,60
0.76,0,0,80,66
0,0,0,86,62
0,0,0,88,68
0.09,0,0,90,71
0.18,0,0,85,62
0,0,0,81,57
0.42,0,0,73,61
0.02,0,0,81,63
0,0,0,86,59
0,0,0,84,67
0.03,0,0,80,69
0,0,0,86,69
0,0,0,73,59
0,0,0,74,56
0,0,0,78,54
0.32,0,0,64,57
0.01,0,0,70,59
0,0,0,80,56
0,0,0,84,52
0,0,0,84,55
0,0,0,88,60
0.32,0,0,87,63
0,0,0,88,70
0.01,0,0,88,72
0.15,0,0,77,55
0,0,0,74,51
0,0,0,79,49
0,0,0,85,55
0,0,0,86,57
0,0,0,89,60
0,0,0,90,61
0,0,0,79,58
0,0,0,73,52
0.01,0,0,64,53
0.12,0,0,74,58
0.14,0,0,60,54
0,0,0,73,52
0.19,0,0,83,64
0.61,0,0,89,69
0,0,0,85,66
0.11,0,0,88,65
0,0,0,88,68
0.09,0,0,70,59
0,0,0,73,48
0,0,0,80,51
0,0,0,88,65
0,0,0,91,62
0,0,0,91,60
0,0,0,93,65
0.09,0,0,82,72
0,0,0,88,67
0.24,0,0,79,58
0,0,0,72,54
0,0,0,72,56
1.56,0,0,76,61
0.3,0,0,73,58
0,0,0,58,42
0.02,0,0,60,41
2.29,0,0,55,46
0.02,0,0,58,54
0,0,0,74,53
0,0,0,71,48
0,0,0,60,44
